"","Customer","Geographic indicator","Months with service","Age in years","Marital status","Years at current address","Household income in thousands","Level of education","Years with current employer","Retired","Gender","Number of people in household","Customer category","Toll free service","Equipment rental","Calling card service","Wireless service","Long distance last month","Toll free last month","Equipment last month","Calling card last month","Wireless last month","Long distance over tenure","Toll free over tenure","Equipment over tenure","Calling card over tenure","Wireless over tenure","Multiple lines","Voice mail","Paging service","Internet","Caller ID","Call waiting","Call forwarding","Three way calling","Electronic billing","churn"
"759","ID0759","Zone 2",56,61,"Married",14,12,"Did Not Complete High School",16,"Yes","Female",2,"Category 1","No","No","Yes","No",16.85,0,0,11.25,0,881.65,0,0,595,0,"No","No","No","No","No","No","No","No","No","No"
"760","ID0760","Zone 3",54,59,"Unmarried",28,28,"Completed High School",15,"No","Male",1,"Category 2","No","Yes","Yes","Yes",10.7,0,31.65,5.25,19.05,638.55,0,1717.7,290,894.1,"Yes","No","No","Yes","Yes","No","No","Yes","No","No"
"761","ID0761","Zone 3",43,38,"Married",7,18,"Undergraduate",8,"No","Female",3,"Category 4","No","Yes","No","Yes",9.4,0,39.55,0,29.4,411.15,0,1758.7,0,1159.3,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"762","ID0762","Zone 1",19,35,"Unmarried",7,58,"Undergraduate",5,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",3.65,37,40.3,21.25,43.05,65.15,690.85,742.95,385,741.65,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes"
"763","ID0763","Zone 3",5,43,"Unmarried",16,72,"Undergraduate",17,"No","Female",1,"Category 3","Yes","No","Yes","No",5.55,15.75,0,6.5,0,23.9,62.25,0,25,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"764","ID0764","Zone 1",24,61,"Married",6,112,"Graduate",3,"No","Female",4,"Category 1","No","No","Yes","No",8.2,0,0,11,0,210.25,0,0,265,0,"No","No","No","Yes","No","No","No","No","Yes","No"
"765","ID0765","Zone 3",62,35,"Married",2,28,"Completed High School",8,"No","Female",2,"Category 2","No","No","Yes","No",18.45,0,0,19,0,1152.7,0,0,1150,0,"Yes","No","No","No","No","No","No","No","No","No"
"766","ID0766","Zone 2",14,40,"Unmarried",13,398,"Doctorate",11,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",6.4,18,43.1,23.75,47.7,71,259,597.8,295,644.35,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"767","ID0767","Zone 3",60,48,"Married",22,106,"Undergraduate",21,"No","Female",3,"Category 4","Yes","No","Yes","Yes",13.05,44.25,0,17,69.55,760.95,2601.85,0,1050,4154.55,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"768","ID0768","Zone 2",30,74,"Married",12,10,"Did Not Complete High School",3,"Yes","Female",2,"Category 3","Yes","No","Yes","No",7.25,30.25,0,17.25,0,225.3,906,0,585,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"769","ID0769","Zone 1",40,42,"Married",16,108,"Undergraduate",17,"No","Male",4,"Category 2","No","Yes","No","No",4.95,0,29.7,0,0,205.65,0,1151.35,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"770","ID0770","Zone 2",42,50,"Married",17,85,"Completed High School",15,"No","Female",4,"Category 1","No","No","Yes","No",14.3,0,0,11.5,0,567.95,0,0,485,0,"No","No","No","No","No","No","No","No","No","No"
"771","ID0771","Zone 1",20,34,"Unmarried",14,51,"Undergraduate",9,"No","Female",1,"Category 2","No","No","No","No",5.65,0,0,0,0,126.4,0,0,0,0,"Yes","No","No","Yes","No","No","No","No","No","No"
"772","ID0772","Zone 1",4,22,"Married",1,22,"Completed High School",2,"No","Female",3,"Category 3","No","No","Yes","No",2.25,0,0,23.5,0,8,0,0,85,0,"No","No","No","No","Yes","No","Yes","Yes","No","No"
"773","ID0773","Zone 2",44,49,"Married",2,66,"Completed High School",8,"No","Female",4,"Category 4","Yes","No","Yes","Yes",4.25,43.25,0,38.75,39.55,184.9,1980.05,0,1655,1655.9,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"774","ID0774","Zone 3",49,63,"Unmarried",18,10,"Completed High School",2,"Yes","Male",1,"Category 3","Yes","No","Yes","No",13.9,33.25,0,12.75,0,668.95,1624.6,0,615,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"775","ID0775","Zone 3",5,36,"Married",2,34,"Did Not Complete High School",4,"No","Female",2,"Category 3","Yes","No","No","No",3.5,19.5,0,0,0,14.2,105.9,0,0,0,"No","No","No","No","Yes","No","Yes","Yes","No","No"
"776","ID0776","Zone 3",70,50,"Married",29,67,"Did Not Complete High School",22,"No","Male",4,"Category 2","No","No","Yes","No",51.9,0,0,15.75,0,3438.4,0,0,1075,0,"Yes","No","No","No","No","No","No","No","No","No"
"777","ID0777","Zone 1",30,57,"Married",16,19,"Did Not Complete High School",1,"No","Male",4,"Category 1","No","No","Yes","No",7.25,0,0,8.5,0,200.1,0,0,285,0,"No","No","No","No","No","No","No","No","No","No"
"778","ID0778","Zone 2",28,48,"Unmarried",20,128,"Graduate",4,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",10,20.75,53.6,26.5,55.3,313.05,590.9,1481.35,710,1424.2,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"779","ID0779","Zone 1",5,28,"Married",3,39,"Doctorate",1,"No","Male",6,"Category 4","Yes","Yes","Yes","Yes",4.7,24.25,44.65,16.5,32.5,30.75,131.9,184.25,60,106.2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes"
"780","ID0780","Zone 2",27,35,"Unmarried",12,56,"Did Not Complete High School",3,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",8.25,32.5,35.65,11,33.85,202.55,897.95,903.25,205,805.95,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"781","ID0781","Zone 2",17,39,"Unmarried",12,45,"Graduate",10,"No","Female",1,"Category 1","No","Yes","No","No",8.65,0,28.95,0,0,133.1,0,450.2,0,0,"No","No","No","No","No","No","No","No","Yes","Yes"
"782","ID0782","Zone 1",4,37,"Married",8,25,"Did Not Complete High School",1,"No","Female",5,"Category 1","No","No","No","No",2.5,0,0,0,0,9.15,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"783","ID0783","Zone 1",30,23,"Married",0,24,"Completed High School",1,"No","Female",4,"Category 3","Yes","No","No","No",13.35,22.5,0,0,0,397.4,636.35,0,0,0,"No","No","No","Yes","Yes","Yes","No","Yes","No","No"
"784","ID0784","Zone 3",71,40,"Married",19,53,"Graduate",14,"No","Female",2,"Category 4","Yes","No","Yes","Yes",10.15,40,0,27.75,38.35,781.7,2912.3,0,2030,2590.65,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"785","ID0785","Zone 3",67,77,"Unmarried",55,49,"Did Not Complete High School",45,"Yes","Female",1,"Category 1","No","No","Yes","No",25.35,0,0,26.75,0,1692,0,0,1755,0,"No","No","No","No","No","Yes","No","No","No","No"
"786","ID0786","Zone 3",24,48,"Married",3,38,"Did Not Complete High School",16,"No","Female",2,"Category 1","No","No","Yes","No",5.55,0,0,11.25,0,133.4,0,0,265,0,"No","No","No","No","No","No","No","No","No","No"
"787","ID0787","Zone 1",24,54,"Married",7,84,"Undergraduate",10,"No","Female",2,"Category 1","No","Yes","Yes","No",11.45,0,28.7,10.5,0,288.05,0,675.4,220,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"788","ID0788","Zone 2",59,54,"Unmarried",32,126,"Did Not Complete High School",22,"No","Female",1,"Category 3","Yes","No","Yes","No",13.6,28.75,0,11.75,0,796.4,1625.1,0,660,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"789","ID0789","Zone 3",59,32,"Unmarried",9,73,"Graduate",5,"No","Male",1,"Category 2","Yes","No","Yes","No",29.2,21.5,0,12.75,0,1726.6,1231.9,0,655,0,"Yes","No","No","No","Yes","Yes","No","No","Yes","No"
"790","ID0790","Zone 3",44,37,"Married",1,41,"Graduate",8,"No","Female",6,"Category 2","No","No","No","No",9.15,0,0,0,0,387.95,0,0,0,0,"Yes","Yes","No","Yes","No","No","No","No","Yes","No"
"791","ID0791","Zone 1",19,31,"Married",0,22,"Graduate",2,"No","Male",3,"Category 2","No","No","No","No",4.85,0,0,0,0,88.9,0,0,0,0,"Yes","No","No","No","No","No","No","No","No","No"
"792","ID0792","Zone 2",58,46,"Married",23,23,"Did Not Complete High School",2,"No","Female",2,"Category 1","No","Yes","Yes","No",11.1,0,25.6,10.5,0,620.75,0,1471.4,625,0,"No","No","No","Yes","No","No","No","No","No","No"
"793","ID0793","Zone 1",41,53,"Married",22,94,"Completed High School",25,"No","Male",2,"Category 2","No","No","Yes","No",12.65,0,0,11.75,0,488.15,0,0,500,0,"Yes","No","No","No","No","No","No","Yes","No","No"
"794","ID0794","Zone 2",16,33,"Unmarried",1,30,"Undergraduate",7,"No","Male",4,"Category 3","Yes","Yes","Yes","Yes",9.25,21,41.4,17.75,41,138.5,282.3,634.1,265,595.3,"No","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"795","ID0795","Zone 3",13,36,"Unmarried",11,31,"Completed High School",0,"No","Male",1,"Category 1","No","No","No","No",2.3,0,0,0,0,30.5,0,0,0,0,"No","No","No","No","No","No","No","Yes","No","No"
"796","ID0796","Zone 1",60,53,"Unmarried",22,171,"Did Not Complete High School",37,"No","Female",1,"Category 3","Yes","No","Yes","No",9.9,31.75,0,18,0,608.65,1972.1,0,1070,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"797","ID0797","Zone 2",72,49,"Married",23,102,"Did Not Complete High School",27,"No","Female",6,"Category 2","No","No","Yes","No",41.15,0,0,33.25,0,3098.55,0,0,2345,0,"Yes","No","No","No","No","No","No","No","No","No"
"798","ID0798","Zone 2",33,39,"Unmarried",17,27,"Graduate",3,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",9.7,21.75,41.75,8.5,61.6,294.8,680.3,1342.05,255,2019.75,"Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No"
"799","ID0799","Zone 2",72,45,"Married",25,98,"Graduate",20,"No","Female",2,"Category 4","No","No","Yes","Yes",30.25,0,0,13.25,42.85,2182.65,0,0,900,2940.35,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"800","ID0800","Zone 1",66,54,"Married",8,591,"Graduate",25,"No","Female",2,"Category 4","Yes","Yes","Yes","Yes",25,34.25,45,16,53,1636.25,2242.55,2816.25,1005,3538.5,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"801","ID0801","Zone 3",53,37,"Married",7,25,"Did Not Complete High School",2,"No","Female",6,"Category 3","Yes","No","Yes","No",5.4,52,0,34,0,291.5,2794.95,0,1660,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"802","ID0802","Zone 2",22,28,"Married",0,36,"Graduate",0,"No","Male",4,"Category 4","Yes","Yes","Yes","Yes",9.7,21.5,39.9,9.5,42.9,220.75,480.1,857.2,175,883.2,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"803","ID0803","Zone 2",14,26,"Married",1,25,"Completed High School",0,"No","Female",3,"Category 3","No","No","No","No",4.4,0,0,0,0,71.2,0,0,0,0,"No","No","No","No","Yes","No","Yes","No","No","No"
"804","ID0804","Zone 1",52,49,"Unmarried",18,69,"Completed High School",13,"No","Female",2,"Category 3","No","No","Yes","Yes",18.35,0,0,19,34.5,893.25,0,0,935,1711.7,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"805","ID0805","Zone 3",33,30,"Married",5,22,"Did Not Complete High School",0,"No","Male",2,"Category 3","Yes","No","Yes","Yes",5.55,33.75,0,37.25,30,211.05,1129.25,0,1215,946.8,"No","No","Yes","No","Yes","Yes","Yes","Yes","No","No"
"806","ID0806","Zone 3",72,66,"Unmarried",26,67,"Completed High School",37,"Yes","Female",1,"Category 3","Yes","No","Yes","No",39.1,65,0,39.75,0,2743.65,4748.45,0,2830,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"807","ID0807","Zone 1",40,40,"Married",3,73,"Graduate",12,"No","Female",4,"Category 3","No","No","Yes","Yes",10,0,0,14,27.15,376.6,0,0,555,1035.5,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"808","ID0808","Zone 2",29,26,"Unmarried",1,22,"Graduate",2,"No","Female",1,"Category 4","No","Yes","Yes","Yes",6.1,0,47,24.25,35.55,175.3,0,1265.65,710,965.9,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes"
"809","ID0809","Zone 3",63,67,"Unmarried",22,9,"Completed High School",12,"Yes","Male",1,"Category 3","No","No","Yes","No",18.05,0,0,19,0,1140.2,0,0,1135,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"810","ID0810","Zone 2",56,54,"Unmarried",25,147,"Undergraduate",31,"No","Female",1,"Category 2","Yes","Yes","Yes","Yes",12.7,24.5,39.05,24.25,34.2,763.1,1348.15,2108.1,1310,1848.85,"Yes","No","Yes","Yes","Yes","No","No","No","Yes","No"
"811","ID0811","Zone 3",60,50,"Married",26,239,"Completed High School",19,"No","Female",2,"Category 4","Yes","No","Yes","Yes",21.5,77.75,0,10.25,64.2,1377,4628.5,0,570,3756.15,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"812","ID0812","Zone 3",28,22,"Married",3,23,"Undergraduate",1,"No","Male",5,"Category 1","No","No","No","No",10.95,0,0,0,0,263.95,0,0,0,0,"No","No","No","No","Yes","No","No","No","Yes","No"
"813","ID0813","Zone 2",39,39,"Unmarried",19,29,"Graduate",6,"No","Male",1,"Category 2","No","No","Yes","No",5.95,0,0,21.25,0,227.85,0,0,835,0,"Yes","No","No","Yes","No","No","No","Yes","No","No"
"814","ID0814","Zone 3",65,39,"Married",18,32,"Completed High School",15,"No","Male",4,"Category 3","No","No","Yes","No",21.1,0,0,9.75,0,1432.8,0,0,585,0,"No","No","No","No","Yes","No","Yes","No","No","No"
"815","ID0815","Zone 3",29,31,"Unmarried",7,30,"Undergraduate",7,"No","Female",1,"Category 3","Yes","No","Yes","No",7.6,33.75,0,14.5,0,240.85,937.85,0,395,0,"No","No","Yes","No","Yes","Yes","Yes","Yes","No","No"
"816","ID0816","Zone 3",28,36,"Unmarried",8,57,"Completed High School",13,"No","Female",2,"Category 3","Yes","No","Yes","No",9.6,21.75,0,17.25,0,272.85,607.95,0,435,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"817","ID0817","Zone 1",2,18,"Unmarried",0,20,"Completed High School",0,"No","Male",1,"Category 3","Yes","No","Yes","Yes",3.75,22.25,0,23.5,27.1,4.45,44.65,0,15,25.65,"No","No","Yes","No","Yes","Yes","Yes","Yes","No","No"
"818","ID0818","Zone 3",67,52,"Unmarried",13,248,"Completed High School",20,"No","Female",3,"Category 3","Yes","Yes","Yes","No",35.85,39.75,34.3,22.25,0,2368.9,2522.75,2170.85,1435,0,"Yes","No","No","No","Yes","No","Yes","Yes","No","No"
"819","ID0819","Zone 3",5,35,"Married",9,59,"Undergraduate",8,"No","Female",5,"Category 4","Yes","Yes","Yes","Yes",3.1,18.5,37.9,22.75,26.4,21.45,114.8,140.35,120,109.6,"No","No","Yes","Yes","Yes","Yes","No","No","Yes","No"
"820","ID0820","Zone 3",48,35,"Unmarried",10,24,"Completed High School",6,"No","Male",1,"Category 3","Yes","No","Yes","No",16.95,43,0,28.5,0,874.45,2007.4,0,1270,0,"No","No","No","No","Yes","No","Yes","Yes","No","No"
"821","ID0821","Zone 2",10,26,"Married",4,25,"Did Not Complete High School",4,"No","Female",3,"Category 1","No","No","No","No",3.7,0,0,0,0,38.2,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"822","ID0822","Zone 2",17,28,"Unmarried",3,37,"Undergraduate",2,"No","Female",1,"Category 3","No","No","No","No",5.5,0,0,0,0,84.25,0,0,0,0,"Yes","No","No","No","No","No","Yes","Yes","No","No"
"823","ID0823","Zone 1",21,24,"Married",0,30,"Graduate",0,"No","Female",5,"Category 4","Yes","Yes","Yes","Yes",17.8,23.75,36.3,10.5,31.75,374.05,513.65,738.9,205,642.2,"Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes"
"824","ID0824","Zone 2",25,51,"Unmarried",9,66,"Graduate",13,"No","Male",2,"Category 4","Yes","Yes","Yes","Yes",6.45,16.25,48.15,31,34.55,140.85,415.55,1202.65,790,828.25,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"825","ID0825","Zone 3",44,31,"Unmarried",8,16,"Did Not Complete High School",3,"No","Male",1,"Category 1","No","No","Yes","No",14.4,0,0,12,0,632.95,0,0,490,0,"No","No","No","No","No","No","No","No","No","No"
"826","ID0826","Zone 2",59,49,"Unmarried",28,429,"Graduate",23,"No","Female",2,"Category 4","Yes","Yes","Yes","Yes",10.2,24.25,42.85,16,43.35,592.2,1524.8,2444.7,885,2450.9,"Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No"
"827","ID0827","Zone 2",11,26,"Unmarried",7,20,"Completed High School",4,"No","Male",1,"Category 1","No","No","No","No",6.95,0,0,0,0,84.05,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"828","ID0828","Zone 2",50,68,"Married",32,262,"Undergraduate",28,"No","Male",2,"Category 3","Yes","Yes","Yes","Yes",12.4,20.5,40.8,18.25,25.15,601.1,993.65,2025.25,870,1217.35,"No","No","No","Yes","Yes","No","Yes","Yes","Yes","No"
"829","ID0829","Zone 3",23,25,"Married",2,28,"Undergraduate",1,"No","Female",5,"Category 2","No","No","No","No",4.15,0,0,0,0,94.25,0,0,0,0,"Yes","No","No","No","No","No","No","No","No","No"
"830","ID0830","Zone 1",17,19,"Unmarried",0,18,"Completed High School",0,"No","Female",2,"Category 2","No","Yes","No","No",7.1,0,24.95,0,0,120.35,0,401.8,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"831","ID0831","Zone 1",15,62,"Married",3,144,"Undergraduate",21,"No","Male",2,"Category 3","Yes","No","Yes","Yes",5.25,15.5,0,31.75,33.95,81.05,237.9,0,490,446.1,"No","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"832","ID0832","Zone 2",68,57,"Married",38,33,"Did Not Complete High School",9,"No","Female",2,"Category 2","No","No","Yes","No",13.5,0,0,19,0,901,0,0,1240,0,"Yes","No","No","No","No","No","No","No","No","No"
"833","ID0833","Zone 1",69,42,"Married",23,19,"Undergraduate",0,"No","Female",2,"Category 1","No","Yes","Yes","No",25.95,0,36.9,18.75,0,1812.15,0,2630.5,1270,0,"No","No","No","Yes","No","No","No","No","Yes","No"
"834","ID0834","Zone 1",30,24,"Married",3,30,"Did Not Complete High School",7,"No","Female",5,"Category 1","No","No","No","No",6.75,0,0,0,0,171.75,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"835","ID0835","Zone 3",22,30,"Unmarried",8,41,"Completed High School",8,"No","Male",1,"Category 3","Yes","No","Yes","Yes",6.1,22.75,0,13.25,21.35,119.95,441.25,0,290,467.05,"No","Yes","No","No","Yes","Yes","No","Yes","No","No"
"836","ID0836","Zone 2",10,20,"Married",1,20,"Completed High School",0,"No","Female",4,"Category 1","No","No","No","No",5.9,0,0,0,0,48.95,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"837","ID0837","Zone 1",72,59,"Married",12,65,"Undergraduate",21,"No","Female",6,"Category 2","No","Yes","Yes","No",34.65,0,36.45,40.75,0,2519.3,0,2583.9,2910,0,"Yes","No","No","No","Yes","No","No","No","No","No"
"838","ID0838","Zone 2",34,24,"Married",5,17,"Graduate",0,"No","Female",2,"Category 3","No","No","Yes","No",15.25,0,0,4.75,0,522.45,0,0,150,0,"No","No","No","No","Yes","No","No","Yes","No","No"
"839","ID0839","Zone 2",43,49,"Married",18,66,"Did Not Complete High School",22,"No","Male",4,"Category 3","No","No","Yes","No",8.6,0,0,20.75,0,376.7,0,0,875,0,"Yes","No","No","No","No","Yes","No","Yes","No","No"
"840","ID0840","Zone 3",31,37,"Married",15,18,"Graduate",5,"No","Male",3,"Category 4","Yes","Yes","Yes","Yes",5.2,19.5,47.25,15.75,39.8,151.7,611.1,1457.95,460,1170.3,"No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No"
"841","ID0841","Zone 2",6,27,"Married",5,26,"Graduate",2,"No","Male",5,"Category 1","Yes","No","No","No",5.6,12,0,0,0,30.35,72.5,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"842","ID0842","Zone 2",48,42,"Unmarried",21,46,"Graduate",4,"No","Male",1,"Category 3","No","No","Yes","No",14.45,0,0,41.5,0,618.1,0,0,1935,0,"No","No","No","No","No","Yes","Yes","No","No","No"
"843","ID0843","Zone 2",50,25,"Unmarried",6,19,"Did Not Complete High School",5,"No","Male",3,"Category 1","No","No","Yes","No",7.25,0,0,7.5,0,356.15,0,0,375,0,"No","No","No","No","No","No","No","No","No","No"
"844","ID0844","Zone 3",20,41,"Married",19,58,"Completed High School",6,"No","Female",2,"Category 2","No","No","No","No",5.25,0,0,0,0,98.2,0,0,0,0,"Yes","No","No","No","No","No","No","No","No","No"
"845","ID0845","Zone 3",61,73,"Unmarried",10,25,"Did Not Complete High School",21,"Yes","Male",1,"Category 1","No","No","Yes","No",16.65,0,0,71,0,965.6,0,0,4350,0,"No","No","No","No","No","No","No","No","No","No"
"846","ID0846","Zone 2",6,21,"Unmarried",0,15,"Completed High School",1,"No","Female",1,"Category 1","No","No","No","No",3.65,0,0,0,0,19.4,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"847","ID0847","Zone 2",1,22,"Unmarried",2,35,"Completed High School",2,"No","Male",1,"Category 1","No","No","No","No",1.65,0,0,0,0,1.65,0,0,0,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"848","ID0848","Zone 1",21,43,"Unmarried",13,41,"Completed High School",1,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",6.15,23.75,45.4,12.25,37.25,118.15,497.15,878.6,195,763.5,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"849","ID0849","Zone 3",7,32,"Unmarried",1,71,"Graduate",3,"No","Male",2,"Category 4","Yes","Yes","No","Yes",3.6,15.25,41,0,28.05,19.1,122.1,245.65,0,157.15,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"850","ID0850","Zone 3",65,56,"Married",19,608,"Undergraduate",34,"No","Female",2,"Category 4","Yes","No","Yes","Yes",14.55,69.5,0,20.25,68.3,964.85,4584.8,0,1300,4325.6,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"851","ID0851","Zone 1",64,37,"Unmarried",10,44,"Graduate",9,"No","Female",1,"Category 2","No","Yes","Yes","No",16.15,0,35.05,22,0,965.3,0,2337.25,1350,0,"Yes","Yes","No","No","No","No","Yes","No","Yes","No"
"852","ID0852","Zone 3",4,30,"Unmarried",0,41,"Completed High School",0,"No","Male",2,"Category 3","No","No","No","No",2,0,0,0,0,9.9,0,0,0,0,"No","No","No","No","Yes","Yes","Yes","No","No","No"
"853","ID0853","Zone 1",67,45,"Married",22,83,"Undergraduate",11,"No","Female",2,"Category 2","No","No","Yes","No",27,0,0,10.75,0,1724.8,0,0,640,0,"Yes","No","No","No","No","No","Yes","No","Yes","No"
"854","ID0854","Zone 2",22,35,"Unmarried",12,28,"Completed High School",3,"No","Male",2,"Category 2","No","No","No","No",6.6,0,0,0,0,180.55,0,0,0,0,"Yes","No","Yes","Yes","No","No","No","No","No","No"
"855","ID0855","Zone 3",51,37,"Married",17,101,"Completed High School",10,"No","Female",2,"Category 3","No","No","Yes","No",14.95,0,0,9.5,0,736.85,0,0,480,0,"Yes","No","No","No","No","Yes","Yes","No","No","No"
"856","ID0856","Zone 1",50,28,"Unmarried",6,28,"Did Not Complete High School",10,"No","Female",1,"Category 3","Yes","Yes","Yes","Yes",6.4,17.25,36.85,12.75,22,330.95,851.7,1869.4,600,997,"Yes","No","No","No","No","Yes","Yes","Yes","No","No"
"857","ID0857","Zone 1",31,47,"Married",18,35,"Completed High School",0,"No","Male",2,"Category 1","No","No","No","No",11.95,0,0,0,0,390.6,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"858","ID0858","Zone 3",4,28,"Unmarried",0,39,"Completed High School",3,"No","Female",1,"Category 3","Yes","No","Yes","No",7.1,15,0,12.75,0,23.8,70.45,0,25,0,"No","No","No","No","Yes","Yes","Yes","No","No","No"
"859","ID0859","Zone 3",60,56,"Unmarried",19,51,"Graduate",11,"No","Male",1,"Category 4","No","Yes","Yes","Yes",15.25,0,57.45,28.5,67,873.7,0,3404.1,1630,4046.25,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"860","ID0860","Zone 3",7,31,"Married",12,31,"Completed High School",7,"No","Female",6,"Category 1","No","No","No","No",5.05,0,0,0,0,38.05,0,0,0,0,"No","No","No","No","No","No","No","No","Yes","No"
"861","ID0861","Zone 3",20,40,"Unmarried",2,209,"Graduate",15,"No","Female",1,"Category 2","No","No","Yes","No",7.2,0,0,4.75,0,172.1,0,0,80,0,"Yes","No","No","No","No","No","No","No","Yes","No"
"862","ID0862","Zone 2",19,23,"Married",4,37,"Undergraduate",1,"No","Female",4,"Category 3","Yes","Yes","No","No",8.4,17.5,24.8,0,0,136.05,302.5,446,0,0,"No","No","No","No","Yes","Yes","No","Yes","No","No"
"863","ID0863","Zone 3",58,37,"Married",5,64,"Graduate",8,"No","Female",2,"Category 4","Yes","Yes","Yes","Yes",10.8,58.75,63.25,37.75,109.7,634.75,3525.55,3521.45,2305,6444.95,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"864","ID0864","Zone 3",65,64,"Unmarried",20,88,"Undergraduate",26,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",15.1,36.25,39.9,24,48.8,1017.9,2202.45,2534.25,1620,3242.75,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"865","ID0865","Zone 3",72,61,"Married",34,61,"Did Not Complete High School",8,"No","Male",3,"Category 2","No","No","Yes","No",27.35,0,0,13.25,0,1980.15,0,0,895,0,"Yes","No","No","No","No","No","No","No","No","No"
"866","ID0866","Zone 3",8,42,"Unmarried",3,66,"Undergraduate",10,"No","Male",1,"Category 4","No","No","Yes","Yes",1.95,0,0,27.5,21.5,16.85,0,0,185,157.55,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No"
"867","ID0867","Zone 2",33,40,"Married",14,19,"Undergraduate",5,"No","Male",2,"Category 1","No","No","Yes","No",5.05,0,0,8.5,0,178.9,0,0,315,0,"No","No","No","No","No","No","No","No","No","No"
"868","ID0868","Zone 3",18,34,"Married",4,42,"Completed High School",14,"No","Female",5,"Category 4","Yes","No","Yes","No",6.45,19,0,17,0,104.05,318.75,0,240,0,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"869","ID0869","Zone 2",24,31,"Married",6,41,"Completed High School",13,"No","Male",5,"Category 3","Yes","No","Yes","No",8.5,20,0,13,0,196.8,480.7,0,275,0,"No","No","No","No","Yes","Yes","Yes","No","No","No"
"870","ID0870","Zone 3",70,36,"Unmarried",8,50,"Did Not Complete High School",15,"No","Female",1,"Category 2","No","No","Yes","No",20.55,0,0,20.75,0,1407.15,0,0,1370,0,"Yes","No","No","No","No","No","No","No","No","No"
